,compound,Target,agl_thermal_expansion_300K,mean_EffectiveCoordination,mean_BondLengthVariation,mean_WCMagnitude_Shell1,mean_WCMagnitude_Shell2,mean_WCMagnitude_Shell3,MaxPackingEfficiency,mean_NeighDiff_shell1_Number,mean_NeighDiff_shell1_MendeleevNumber,mean_NeighDiff_shell1_AtomicWeight,mean_NeighDiff_shell1_MeltingT,mean_NeighDiff_shell1_Column,mean_NeighDiff_shell1_Row,mean_NeighDiff_shell1_CovalentRadius,mean_NeighDiff_shell1_Electronegativity,mean_NeighDiff_shell1_NsValence,mean_NeighDiff_shell1_NpValence,mean_NeighDiff_shell1_NdValence,mean_NeighDiff_shell1_NfValence,mean_NeighDiff_shell1_NValance,mean_NeighDiff_shell1_NsUnfilled,mean_NeighDiff_shell1_NpUnfilled,mean_NeighDiff_shell1_NdUnfilled,mean_NeighDiff_shell1_NfUnfilled,mean_NeighDiff_shell1_NUnfilled,mean_NeighDiff_shell1_GSvolume_pa,mean_NeighDiff_shell1_GSbandgap,mean_NeighDiff_shell1_GSmagmom,mean_NeighDiff_shell1_SpaceGroupNumber,mean_Number,mean_MendeleevNumber,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_AtomicWeight,mean_MeltingT,mean_Column,mean_Row,mean_CovalentRadius,mean_Electronegativity,mean_NsValence,mean_NpValence,mean_NdValence,mean_NfValence,mean_NValance,mean_NsUnfilled,mean_NpUnfilled,mean_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,mean_GSvolume_pa,mean_GSbandgap,mean_GSmagmom,mean_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
93,C1Ce1,0.286,2.86e-05,6.0,0.0,1.0,1.0,1.0,0.523598776,52.0,62.0,128.1053,2752.0,11.0,4.0,128.0,1.43,0.0,2.0,1.0,1.0,0.0,0.0,4.0,9.0,13.0,18.0,31.6,4.496,0.0,0.0,32.0,46.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,76.06335,2447.0,8.5,4.0,140.0,1.835,2.0,1.0,0.5,0.5,4.0,0.0,2.0,4.5,6.5,13.0,21.44,2.248,0.0,194.0,0.5,0.25,0.125,0.125,1.0,0.400239578,0.200119789
94,B1In1Sc3,0.444,4.44e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,17.51344465,48.74494742,41.63682197,774.1432824,7.783611625,1.135083487,42.4840074,0.419659493,0.0,0.778361162,4.151471863,0.0,4.216388375,0.0,3.891805812,7.005250462,0.0,3.11344465,6.226948666,0.543644823,4.94e-06,33.17836116,23.4,36.0,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,52.0993472,1643.95,7.0,3.8,147.2,1.58,2.0,0.4,2.6,0.0,5.0,0.0,2.0,5.4,0.0,7.4,19.6275,0.3048,3.81e-06,177.4,0.4,0.08,0.52,0.0,0.0,0.109168515,0.037895099
95,Pt1Sb1Tb1,0.4,4e-05,9.314538574,0.046325534,0.666666667,0.219947734,0.128981448,0.510131071,17.70419399,38.71376137,48.0161535,755.9586365,8.295806007,0.691317167,39.8745412,0.722700524,0.617365665,2.073951502,6.913171673,9.308682832,8.321559658,0.617365665,2.073951502,0.617365665,3.456585836,2.0,10.33336081,0.0,0.0,38.49521631,64.66666667,59.0,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,158.5897833,1524.726667,9.333333333,5.666666667,156.3333333,1.846666667,1.666666667,1.0,6.333333333,7.666666667,16.66666667,0.333333333,1.0,0.333333333,1.666666667,3.333333333,26.10555556,0.0,0.0,195.0,0.1,0.06,0.38,0.46,0.0,0.248906399,0.094169273
96,B1C7,0.0669,6.69e-06,5.7471914,0.159105419,0.647329716,0.361689393,0.108378521,0.32821978,0.218741676,1.093708378,0.262424388,322.6439716,0.218741676,0.0,1.749933405,0.111558255,0.0,0.218741676,0.0,0.0,0.218741676,0.0,0.218741676,0.0,0.0,0.218741676,0.335221618,0.65010026,0.0,6.124766918,5.875,76.375,0.883883476,0.875849515,0.875010412,0.875000152,0.875,11.8607375,3638.625,13.875,2.0,77.0,2.48625,2.0,1.875,0.0,0.0,3.875,0.0,4.125,0.0,0.0,4.125,5.8315625,4.1245,0.0,190.5,0.516129032,0.483870968,0.0,0.0,0.0,0.062955963,0.013771617
97,Fe4Si4Ta4,0.325,3.25e-05,11.01805688,0.065343115,0.417452941,0.162191157,0.053904,0.569835958,35.09306212,18.88042466,90.71786274,941.0684595,5.608923915,1.808304102,35.64509694,0.237222524,0.0,1.287319005,3.505391925,8.152512195,8.980183307,0.0,2.574638011,4.32160491,0.0,1.746966899,5.371595096,0.497548796,1.107685277,1.287319005,37.66666667,60.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,88.29279333,2262.666667,9.0,4.333333333,137.6666667,1.743333333,2.0,0.666666667,3.0,4.666666667,10.33333333,0.0,1.333333333,3.666666667,0.0,5.0,16.43,0.257666667,0.703554267,228.3333333,0.193548387,0.064516129,0.290322581,0.451612903,0.0,0.039210561,0.0149539
98,Hf3Rh3Sn3,0.321,3.21e-05,11.29085147,0.055187312,0.5367552,0.171805233,0.074708347,0.587926462,16.86146748,21.23948935,47.19855664,1198.255395,6.098513916,0.624895585,22.40597589,0.611712021,0.622752923,1.189614397,4.938987906,8.748538187,5.613346956,0.622752923,2.379228793,4.938987906,0.0,3.122335263,11.92420282,0.0,0.0,50.83012214,55.66666667,61.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,133.3685,1749.36,9.0,5.333333333,152.0,1.846666667,1.666666667,0.666666667,6.666666667,4.666666667,13.66666667,0.333333333,1.333333333,3.333333333,0.0,5.0,23.04166667,0.0,0.0,186.6666667,0.12195122,0.048780488,0.487804878,0.341463415,0.0,0.213450798,0.075979067
99,B4Nb6,0.2,2e-05,11.21693156,0.069357719,0.389012448,0.135237879,0.075205528,0.481263211,23.35157951,16.21637466,53.2515776,260.7593045,5.189239891,1.945964959,51.89239891,0.285408194,0.648654986,0.648654986,2.594619946,0.0,1.297309973,0.648654986,3.243274932,3.891929918,0.0,1.297309973,7.140069763,0.988550199,0.0,40.86526414,26.6,57.0,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,60.068228,2589.2,8.2,3.8,132.0,1.776,1.4,0.4,2.4,0.0,4.2,0.6,2.0,3.6,0.0,6.2,13.777,0.6096,0.0,203.8,0.333333333,0.095238095,0.571428571,0.0,0.0,0.04724739,0.022678747
100,O3Re1,0.247,2.47e-05,8.995985829,0.07182964,0.285179527,0.252917526,0.243340809,0.261799388,26.33486438,12.97090335,66.90140393,1338.046945,3.537519096,1.572230709,33.40990258,0.605308823,0.0,1.572230709,1.965288387,5.502807483,5.895865161,0.0,0.786115355,1.965288387,0.0,1.179173032,2.181470109,0.0,0.0,71.53649728,24.75,78.75,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,58.5513,905.85,13.75,3.0,87.25,3.055,2.0,3.0,1.25,3.5,9.75,0.0,1.5,1.25,0.0,2.75,10.4925,0.0,0.0,57.5,0.205128205,0.307692308,0.128205128,0.358974359,1.0,0.447277936,0.167729226
101,Er3Pd3Sn3,0.481,4.81e-05,11.15587097,0.060058565,0.536918351,0.172920062,0.07836375,0.577587842,13.77567258,27.45495149,38.11283126,783.2023004,6.724682741,0.623582409,31.17912045,0.602050688,1.275594611,1.179802939,6.23582409,7.482988908,2.551189222,0.0,2.359605878,0.0,1.247164818,2.45539755,11.90910538,0.0,0.0,51.03649435,54.66666667,59.0,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,130.7963333,1367.71,9.0,5.333333333,155.6666667,1.8,1.333333333,0.666666667,6.666666667,4.0,12.66666667,0.0,1.333333333,0.0,0.666666667,2.0,26.09333333,0.0,0.0,186.6666667,0.105263158,0.052631579,0.526315789,0.315789474,0.0,0.205784147,0.075918716
102,Hf2Si4,0.346,3.46e-05,10.26276887,0.067219612,0.426318097,0.150046856,0.066060817,0.547094552,36.76731095,20.91933209,95.34429345,519.1797874,6.339191543,1.901757463,40.57082588,0.380351493,0.0,1.267838309,1.267838309,8.87486816,8.87486816,0.0,2.535676617,5.071353235,0.0,2.535676617,1.115697712,0.490019506,0.0,20.91933209,33.33333333,67.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,78.22033333,1960.0,10.66666667,4.0,132.3333333,1.7,2.0,1.333333333,0.666666667,4.666666667,8.666666667,0.0,2.666666667,2.666666667,0.0,5.333333333,21.02666667,0.515333333,0.0,216.0,0.230769231,0.153846154,0.076923077,0.538461538,0.0,0.086068815,0.038252807
103,C4Os8Zr16,0.236,2.36e-05,10.91636239,0.077763144,0.612770302,0.188173249,0.102747653,0.478536895,25.66993249,14.67029411,66.79978405,985.2521023,4.473066973,1.259117969,40.37780633,0.71919355,0.0,0.531305794,2.379942904,6.470229884,8.318866993,0.0,1.062611588,3.941761179,0.0,2.879149591,8.798431236,1.194375425,0.0,0.0,45.42857143,52.42857143,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,108.1952429,2706.714286,6.571428571,4.857142857,152.0,1.752857143,2.0,0.285714286,2.857142857,4.0,9.142857143,0.0,0.571428571,5.714285714,0.0,6.285714286,18.08571429,0.642285714,0.0,194.0,0.21875,0.03125,0.3125,0.4375,0.0,0.310714689,0.109484823
104,Ag2In1Y1,0.753,7.53e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,5.0,31.5,12.956075,684.625,5.0,0.0,24.0,0.396398614,0.775990762,0.5,4.5,0.0,5.0,0.775990762,2.5,4.5,0.0,5.103963049,10.20610674,0.0,0.0,51.55571363,45.5,54.25,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,104.8650625,1174.6525,9.5,5.0,155.5,1.715,1.5,0.25,7.75,0.0,9.5,0.5,1.25,2.25,0.0,4.0,22.32125,0.0,0.0,195.75,0.157894737,0.026315789,0.815789474,0.0,0.0,0.118407193,0.040429786
105,Nb1S4Tl3,0.658,6.58e-05,9.146923405,0.141925725,0.681899267,0.434766988,0.211364671,0.346843325,44.25141222,16.58853103,116.0906241,660.9493751,4.321921504,2.23264324,37.19475782,0.791063664,0.23305166,2.690559881,6.842504185,8.320261969,12.71344461,0.23305166,2.2490166,1.398309963,0.0,2.923611541,2.440273009,1.803811034,0.0,109.7338145,43.5,78.375,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,104.289535,754.305,13.5,4.375,127.375,2.0975,1.875,2.375,4.25,5.25,13.75,0.125,2.875,0.75,0.0,3.75,25.2571875,1.101,0.0,136.375,0.136363636,0.172727273,0.309090909,0.381818182,1.0,0.213450798,0.10385978
106,P4,0.6,6e-05,6.003741412,0.000258,0.0,3.89e-16,5.55e-16,0.523572729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,83.0,1.0,1.0,1.0,1.0,1.0,30.973762,317.3,15.0,3.0,107.0,2.19,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,22.5702381,1.625,0.0,2.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0
107,Ge4Ir4Mn12,0.485,4.85e-05,12.376294,0.03677421,0.254185463,0.075618455,0.045791829,0.639462112,21.153525,11.57764177,55.74159417,594.3558675,2.991831988,0.777849833,8.181887295,0.313877982,0.0,0.779372364,2.212459624,5.444948828,7.152228017,0.0,1.558744729,2.212459624,0.0,0.910625455,5.369275253,0.149249808,0.000162,4.173604309,36.8,59.0,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,85.934227,1701.48,8.8,4.4,135.6,1.772,2.0,0.4,6.4,2.8,11.6,0.0,0.8,3.6,0.0,4.4,13.73555172,0.0766,0.000186,220.2,0.172413793,0.034482759,0.551724138,0.24137931,0.0,0.100238004,0.037141908
108,B2Mg16Rh8,0.544,5.44e-05,11.84318962,0.07069815,0.55781163,0.201511808,0.150973431,0.45865244,20.36757666,5.847333534,48.0674212,705.9949265,4.237917131,1.314953051,8.562413399,0.524596716,0.587521332,0.139910387,4.700170654,0.0,4.050595931,0.587521332,0.699551936,1.175042664,0.0,1.856224595,5.765448877,0.21322343,0.0,22.13065212,21.61538462,65.53846154,0.692307692,0.640395963,0.619187239,0.616069182,0.615444685,47.45176923,1436.923077,5.0,3.538461538,136.9230769,1.664615385,1.692307692,0.076923077,2.461538462,0.0,4.230769231,0.307692308,0.384615385,0.615384615,0.0,1.307692308,18.83480769,0.117230769,0.0,201.3846154,0.4,0.018181818,0.581818182,0.0,0.0,0.209607009,0.091863508
109,Hf4P4,0.285,2.85e-05,6.982881946,0.045760506,0.850947958,0.709010101,0.599518779,0.506426664,52.75201681,35.16801121,136.5224398,2025.584898,10.18021377,2.776421938,62.93223059,0.823671841,0.0,2.776421938,1.850947958,12.95663571,12.03116173,0.0,2.776421938,7.403791834,0.0,4.627369896,0.342645723,1.503895216,0.0,177.691004,43.5,64.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,104.731881,1411.65,9.5,4.5,141.0,1.745,2.0,1.5,1.0,7.0,11.5,0.0,1.5,4.0,0.0,5.5,22.38511905,0.8125,0.0,98.0,0.173913043,0.130434783,0.086956522,0.608695652,0.0,0.179650656,0.089825328
110,N4Ni8Ta16,0.232,2.32e-05,11.03096413,0.08442282,0.591907275,0.167498838,0.098016487,0.465443415,37.41206864,14.74834619,98.3770247,1545.598468,4.860542095,1.944216838,46.56405692,0.588548758,0.0,0.791601277,3.040588424,9.915378574,7.693507402,0.0,0.791601277,4.068940818,0.0,3.282762736,4.37453006,1.698512473,0.267807006,11.01284517,50.71428571,56.57142857,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,122.1692886,2382.721429,7.857142857,4.857142857,142.7142857,1.837142857,2.0,0.428571429,4.0,8.0,14.42857143,0.0,0.428571429,4.571428571,0.0,5.0,15.41267857,0.919571429,0.170112771,222.8571429,0.138613861,0.02970297,0.277227723,0.554455446,0.0,0.447277936,0.108772295
111,O8Pt6,0.374,3.74e-05,7.17142362,0.159289678,0.212608213,0.09131299,0.068897227,0.323960214,41.57513872,14.25433328,106.3638155,1179.902437,3.563583319,2.375722213,41.57513872,0.688959442,0.593930553,2.375722213,5.345374978,8.315027744,10.69074996,0.593930553,1.187861106,0.593930553,0.0,0.0,3.513099222,0.0,0.0,126.5072078,38.0,76.71428571,0.714285714,0.642563064,0.596289666,0.581748903,0.574567736,92.74994286,906.2,13.42857143,3.714285714,96.0,2.942857143,1.571428571,2.285714286,3.857142857,6.0,13.71428571,0.428571429,1.142857143,0.428571429,0.0,2.0,11.64,0.0,0.0,103.2857143,0.114583333,0.166666667,0.28125,0.4375,0.0,0.285662686,0.139916418
112,Ga4Ir4Y4,0.369,3.69e-05,11.25395442,0.073282016,0.524783546,0.144356046,0.065942793,0.536171558,29.60153726,37.2331366,78.91349247,1523.564633,6.02563158,1.26021221,40.87879573,0.606521669,0.0,0.609550891,5.416080689,9.109258471,12.48565989,0.0,3.047754455,5.416080689,0.0,3.692941316,11.1001458,0.0,0.0,99.41211674,49.0,48.66666667,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,116.9486167,1613.636667,8.333333333,5.0,151.0,1.743333333,2.0,0.333333333,6.0,4.666666667,13.0,0.0,1.666666667,4.0,0.0,5.666666667,21.81083333,0.0,0.0,161.0,0.153846154,0.025641026,0.461538462,0.358974359,0.0,0.213450798,0.074246166
113,S12Y8,0.411,4.11e-05,9.563951735,0.082795953,0.563453076,0.267412215,0.126339207,0.519281207,17.26052196,57.03476822,42.65664086,1058.625335,9.755947195,1.500914953,63.78888551,1.020622168,0.0,3.001829906,0.750457477,0.0,2.25137243,0.0,1.500914953,6.754117289,0.0,5.253202336,4.936603088,1.652507363,0.0,93.05672709,25.2,57.6,0.721110255,0.654213262,0.615030331,0.604895199,0.60103246,54.80134,952.616,10.8,3.8,139.0,2.036,2.0,2.4,0.4,0.0,4.8,0.0,1.2,3.6,0.0,4.8,28.418125,1.3212,0.0,119.6,0.416666667,0.5,0.083333333,0.0,1.0,0.370229619,0.177710217
114,Hf4Pt12,0.264,2.64e-05,11.99940678,0.002999723,0.335649448,0.03021169,0.012501574,0.727059992,3.005211259,9.015633776,8.311412604,232.7035251,3.005211259,0.0,19.53387318,0.490851172,0.500868543,0.0,3.506079802,0.0,3.005211259,0.500868543,0.0,3.506079802,0.0,3.005211259,3.596236139,0.0,0.0,15.52692484,76.5,58.5,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,190.9355,2157.55,8.5,6.0,145.75,2.035,1.25,0.0,7.25,14.0,22.5,0.75,0.0,2.75,0.0,3.5,16.815,0.0,0.0,217.25,0.055555556,0.0,0.322222222,0.622222222,0.0,0.213450798,0.080044049
115,Al36Mg6Mn4,0.728,7.28e-05,12.08490602,0.037364044,0.503629999,0.127583033,0.08936428,0.637176086,2.195413065,4.556401862,5.19091489,98.69876763,3.405861755,0.164632397,7.359869276,0.075825236,0.0,0.384456703,0.823161983,0.0,0.878353893,0.0,1.922283517,0.823161983,0.0,1.099121535,2.395619251,0.0,5.11e-05,8.131612687,13.91304348,70.52173913,0.798154772,0.784171149,0.782631474,0.782609118,0.782608697,29.06342543,983.02,11.04347826,3.086956522,125.173913,1.565652174,2.0,0.782608696,0.434782609,0.0,3.217391304,0.0,3.913043478,0.434782609,0.0,4.347826087,16.7950075,0.0,2.7e-05,220.2608696,0.621621622,0.243243243,0.135135135,0.0,0.0,0.022248763,0.004989034
116,In1P1Pt5,0.334,3.34e-05,10.7914485,0.033640538,0.483239625,0.092269881,0.085483047,0.552678492,24.9968006,8.728338656,66.45523206,916.2346721,2.182084664,1.08220842,9.420737152,0.16585365,0.549938122,1.08220842,2.679019311,7.699133711,8.178400533,0.549938122,2.217420314,0.549938122,0.0,1.117544069,4.631723213,0.432469617,0.0,83.75519387,64.85714286,67.57142857,0.742307489,0.718075099,0.714377119,0.714288327,0.714285729,160.1731089,1564.864286,11.14285714,5.428571429,132.7142857,2.195714286,1.285714286,0.571428571,7.857142857,10.0,19.71428571,0.714285714,1.142857143,0.714285714,0.0,2.571428571,17.41860544,0.232142857,0.0,180.8571429,0.065217391,0.028985507,0.398550725,0.507246377,0.0,0.060586937,0.014457291
117,C1Zr1,0.288,2.88e-05,5.720212434,0.160958306,0.660958306,0.359054946,0.216446923,0.340087381,28.2362912,27.40581204,65.78499427,1407.662164,8.304791528,2.491437458,82.21743613,1.013184566,0.0,1.660958306,1.660958306,0.0,0.0,0.0,3.321916611,6.643833222,0.0,3.321916611,14.57906153,3.733834271,0.0,0.0,23.0,60.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,51.61735,2975.5,9.0,3.5,125.5,1.94,2.0,1.0,1.0,0.0,4.0,0.0,2.0,4.0,0.0,6.0,14.4175,2.248,0.0,194.0,0.5,0.25,0.25,0.0,1.0,0.310714689,0.155357345
118,Ir1N1,0.3,3e-05,5.720212434,0.160958306,0.660958306,0.359054946,0.216446923,0.340087381,58.1335407,18.27054136,147.999939,2222.320689,4.982874917,3.321916611,58.1335407,0.697602488,0.0,2.491437458,5.81335407,11.62670814,14.94862475,0.0,2.491437458,2.491437458,0.0,0.0,0.464030227,5.345794307,0.0,25.74485374,42.0,71.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,103.11185,1401.025,12.0,4.0,106.0,2.62,2.0,1.5,3.5,7.0,14.0,0.0,1.5,1.5,0.0,3.0,14.489375,3.2185,0.0,209.5,0.142857143,0.107142857,0.25,0.5,1.0,0.161717397,0.080858698
119,Co4Sn4Tb4,0.526,5.26e-05,11.1423542,0.079751435,0.551777533,0.154300814,0.07278176,0.524434201,23.3636443,32.17297033,61.47401415,823.86644,6.950859196,1.228411272,41.64087511,0.462057971,0.0,1.313399189,6.248686878,5.501041836,3.204467587,0.0,2.626798378,1.851553205,3.056134353,1.228411272,14.2811113,0.0,0.955692271,34.80507851,47.33333333,55.66666667,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,112.189515,1300.693333,8.666666667,5.0,153.0,1.683333333,2.0,0.666666667,5.666666667,3.0,11.33333333,0.0,1.333333333,1.0,1.666666667,4.0,25.08888889,0.0,0.516157067,176.3333333,0.176470588,0.058823529,0.5,0.264705882,0.0,0.131184944,0.053097899
120,Cd6Ho2,0.816,8.16e-05,11.75116131,0.035948069,0.259083245,0.063268872,0.031932599,0.633837424,8.959141197,17.44674865,24.76463176,543.5746731,4.243803725,0.471533747,22.63361986,0.216905524,0.0,0.0,4.715337472,5.186871219,0.471533747,0.0,0.0,0.0,1.414601242,1.414601242,5.299253429,0.0,0.0,0.0,52.75,60.75,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,125.54083,882.415,9.75,5.25,156.0,1.575,2.0,0.0,7.5,2.75,12.25,0.0,0.0,0.0,0.75,0.75,22.30458333,0.0,0.0,194.0,0.163265306,0.0,0.612244898,0.224489796,0.0,0.051525145,0.019321929
121,Zr2,0.288,2.88e-05,11.99546313,0.006370505,5.55e-17,2.78e-16,3.89e-16,0.726497658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,44.0,1.0,1.0,1.0,1.0,1.0,91.224,2128.0,4.0,5.0,175.0,1.33,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,23.195,0.0,0.0,194.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
122,C6Si6,0.194,1.94e-05,5.60114088,0.156161838,0.699233551,0.418634517,0.270521488,0.339366492,6.796934205,0.849616776,13.65741974,1814.781433,0.0,0.849616776,29.73658715,0.552250904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.57432828,3.163123256,0.0,28.0373536,10.0,77.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,20.0481,2755.0,14.0,2.5,93.5,2.225,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,13.04,2.6345,0.0,210.5,0.5,0.5,0.0,0.0,1.0,0.100238004,0.050119002
123,Na1O3W1,0.317,3.17e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,24.80858996,48.68130489,62.81990023,1431.807995,9.891805812,1.848528137,76.40922695,1.443573593,0.421638838,3.11344465,1.4268893,4.99411255,7.102306737,0.421638838,1.556722325,2.14033395,0.0,1.848528137,10.96854,0.0,0.0,168.9043723,21.8,62.8,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,50.96559386,846.054,11.0,3.0,105.2,2.722,1.8,2.4,0.8,2.8,7.8,0.2,1.2,1.2,0.0,2.6,14.52166667,0.0,0.0,98.8,0.230769231,0.307692308,0.102564103,0.358974359,0.0,0.792997622,0.283042443
124,C2Cu1Rb1,0.62,6.2e-05,8.539100407,0.300723582,0.390892946,0.277014252,0.167439974,0.231315346,19.08645282,40.57301668,44.91196961,2146.60704,7.29809097,1.823089004,83.25913303,0.997846324,0.643105827,1.286211655,4.230627293,0.0,4.572071151,0.643105827,2.57242331,0.0,0.0,1.929317482,46.25568766,2.8914038,0.0,22.08379005,19.5,55.5,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,43.2588,2329.0575,10.0,3.25,126.0,1.955,1.5,1.0,2.5,0.0,5.0,0.5,2.0,0.0,0.0,2.5,28.268125,2.248,0.0,210.5,0.3,0.2,0.5,0.0,0.0,0.526794252,0.188374651
125,Co4Sb12,0.531,5.31e-05,8.256895629,0.094081553,0.18509537,0.136503491,0.130057929,0.363459836,10.66585833,11.99909062,27.92090839,384.0686702,2.666464582,0.444410764,5.777339928,0.07554983,0.0,1.333232291,1.333232291,0.0,2.666464582,0.0,1.333232291,1.333232291,0.0,0.0,9.472615429,0.0,0.688157269,12.44350138,45.0,78.25,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,106.0532988,1119.835,13.5,4.75,135.75,2.0075,2.0,2.25,9.25,0.0,13.5,0.0,2.25,0.75,0.0,3.0,26.23125,0.0,0.3871178,173.0,0.148148148,0.166666667,0.685185185,0.0,0.0,0.007198962,0.002699611
126,La1Te1,0.505,5.05e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,3.879953811,59.75128869,8.772940283,364.9794951,10.08787991,0.775990762,53.5433626,0.775990762,0.0,3.103963049,6.98391686,0.0,10.08787991,0.0,1.551981525,6.98391686,0.0,5.431935336,1.656093618,0.360059714,0.0,32.59161201,54.5,51.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,133.252735,957.83,9.5,5.5,172.5,1.6,2.0,2.0,5.5,0.0,9.5,0.0,1.0,4.5,0.0,5.5,35.83041667,0.232,0.0,173.0,0.210526316,0.210526316,0.578947368,0.0,0.0,0.221199217,0.110599608
127,Li2Pd1Sb1,0.997,9.97e-05,11.95692194,0.051981525,0.442657429,0.18254274,0.092721858,0.680174762,28.81619861,48.83228175,68.55160748,737.5921589,8.00804157,1.836013857,6.732050808,0.729844942,1.0,1.5,6.120046189,0.0,8.00804157,0.612004619,1.5,0.0,0.0,1.5,8.575,0.0,0.0,31.94801848,25.75,37.25,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,60.5155,909.8025,6.75,3.5,133.5,1.5525,1.0,0.75,5.0,0.0,6.75,0.5,0.75,0.0,0.0,1.25,19.78916667,0.0,0.0,212.25,0.148148148,0.111111111,0.740740741,0.0,0.0,0.310714689,0.140606423
128,Ge4Rh8,0.372,3.72e-05,11.51793726,0.06048282,0.451542403,0.141160837,0.046862569,0.587977162,8.386689439,12.90259914,19.52518071,661.6452838,3.225649784,0.645129957,14.19285905,0.174185088,0.645129957,1.290259914,1.290259914,0.0,3.225649784,0.645129957,2.580519827,1.290259914,0.0,0.645129957,6.041642046,0.247084773,0.0,0.0,40.66666667,65.66666667,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,92.817,1895.133333,10.66666667,4.666666667,134.6666667,2.19,1.333333333,0.666666667,8.666666667,0.0,10.66666667,0.666666667,1.333333333,1.333333333,0.0,3.333333333,16.76166667,0.127666667,0.0,225.0,0.125,0.0625,0.8125,0.0,0.0,0.018059929,0.008026635
129,Ge4Pt4Y4,0.392,3.92e-05,11.12908826,0.07383344,0.577616289,0.176711985,0.08586381,0.540773356,30.03386942,41.369882,79.95160475,540.6160041,6.851709559,1.303860763,43.19114858,0.656001696,0.653338877,1.301043772,5.507232761,9.146744285,13.21136623,0.653338877,2.602087544,5.507232761,0.0,4.342122052,10.89926266,0.249149882,0.0,18.81975464,49.66666667,51.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,118.8766167,1683.933333,9.0,5.0,148.6666667,1.836666667,1.666666667,0.666666667,6.666666667,4.666666667,13.66666667,0.333333333,1.333333333,3.333333333,0.0,5.0,23.46333333,0.127666667,0.0,214.6666667,0.12195122,0.048780488,0.487804878,0.341463415,0.0,0.244896158,0.090537397
