,compound,Target,agl_thermal_expansion_300K,mean_EffectiveCoordination,mean_BondLengthVariation,mean_WCMagnitude_Shell1,mean_WCMagnitude_Shell2,mean_WCMagnitude_Shell3,MaxPackingEfficiency,mean_NeighDiff_shell1_Number,mean_NeighDiff_shell1_MendeleevNumber,mean_NeighDiff_shell1_AtomicWeight,mean_NeighDiff_shell1_MeltingT,mean_NeighDiff_shell1_Column,mean_NeighDiff_shell1_Row,mean_NeighDiff_shell1_CovalentRadius,mean_NeighDiff_shell1_Electronegativity,mean_NeighDiff_shell1_NsValence,mean_NeighDiff_shell1_NpValence,mean_NeighDiff_shell1_NdValence,mean_NeighDiff_shell1_NfValence,mean_NeighDiff_shell1_NValance,mean_NeighDiff_shell1_NsUnfilled,mean_NeighDiff_shell1_NpUnfilled,mean_NeighDiff_shell1_NdUnfilled,mean_NeighDiff_shell1_NfUnfilled,mean_NeighDiff_shell1_NUnfilled,mean_NeighDiff_shell1_GSvolume_pa,mean_NeighDiff_shell1_GSbandgap,mean_NeighDiff_shell1_GSmagmom,mean_NeighDiff_shell1_SpaceGroupNumber,mean_Number,mean_MendeleevNumber,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_AtomicWeight,mean_MeltingT,mean_Column,mean_Row,mean_CovalentRadius,mean_Electronegativity,mean_NsValence,mean_NpValence,mean_NdValence,mean_NfValence,mean_NValance,mean_NsUnfilled,mean_NpUnfilled,mean_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,mean_GSvolume_pa,mean_GSbandgap,mean_GSmagmom,mean_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar
17,Cu1Hf1Hg2,0.585,5.85e-05,11.95692194,0.051981525,0.442657429,0.18254274,0.092721858,0.680174762,26.39603695,13.78403233,70.99730208,1261.671589,4.112004619,1.0,21.5,0.361200462,0.5,0.0,4.0,7.0,8.396036951,0.5,0.0,4.0,0.0,4.112004619,7.424016789,0.0,0.0,32.63612933,65.25,62.75,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,160.804,1083.1025,9.75,5.5,142.75,1.8,1.75,0.0,8.0,10.5,20.25,0.25,0.0,2.0,0.0,2.25,20.9362931,0.0,0.0,187.75,0.086419753,0.0,0.395061728,0.518518519,0.0,0.115294095,0.040206345
18,Ga4Ho2Pd2,0.552,5.52e-05,11.11752567,0.075702524,0.420646306,0.075855243,0.054127563,0.559783816,20.53080828,22.38429367,53.71312015,1028.226152,5.473949502,1.173322288,37.53232263,0.472312027,0.969151511,0.684826629,4.884956592,5.373452251,1.453727266,0.0,3.424133146,0.0,1.465486978,2.823380525,7.956443705,0.0,0.0,104.0493102,43.75,60.75,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,102.69908,1045.2175,9.75,4.75,143.75,1.7625,1.5,0.5,7.5,2.75,12.25,0.0,2.5,0.0,0.75,3.25,20.71458333,0.0,0.0,136.75,0.12244898,0.040816327,0.612244898,0.224489796,0.0,0.209607009,0.055693828
19,Ca2Ga4,0.984,9.84e-05,10.76605163,0.075905123,0.433109593,0.077880262,0.039076863,0.531374731,7.006313564,42.67481898,18.88201506,517.2506529,7.006313564,0.0,34.39463022,0.515919453,0.0,0.636937597,6.369375967,0.0,7.006313564,0.0,3.184687984,0.0,0.0,3.184687984,12.0460823,0.0,0.0,102.5469531,27.33333333,51.66666667,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,59.84133333,573.6066667,9.333333333,4.0,140.0,1.54,2.0,0.666666667,6.666666667,0.0,9.333333333,0.0,3.333333333,0.0,0.0,3.333333333,25.16166667,0.0,0.0,117.6666667,0.214285714,0.071428571,0.714285714,0.0,0.0,0.151279196,0.067235198
20,Cd2Er4Ge4,0.521,5.21e-05,11.09452028,0.064795768,0.455476773,0.144355534,0.064080043,0.505516209,24.75797608,30.65746348,65.15750368,632.7701231,7.673785435,1.371256643,47.70397587,0.530382894,0.0,1.333578386,7.044674499,8.453609399,0.775315485,0.0,2.667156771,0.0,1.4089349,2.108893871,6.700541947,0.255380261,0.0,20.67046498,49.6,59.6,0.6,0.514256318,0.460906324,0.441881842,0.428730313,118.4418,1311.404,9.2,5.0,152.4,1.638,2.0,0.8,6.0,4.8,13.6,0.0,1.6,0.0,0.8,2.4,25.335,0.1532,0.0,206.4,0.147058824,0.058823529,0.441176471,0.352941176,0.0,0.13776291,0.056026532
21,S6Zn6,0.621,6.21e-05,5.599206008,0.156123906,0.699606876,0.419229947,0.271084464,0.339830394,11.89724813,16.14626533,28.31120154,258.6121823,3.399213753,0.849803438,14.44665845,0.790317198,0.0,3.399213753,8.498034382,0.0,5.098820629,0.0,1.699606876,0.0,0.0,1.699606876,10.05051904,1.871267171,0.0,105.3756263,23.0,78.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,48.7225,540.52,14.0,3.5,113.5,2.115,2.0,2.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,19.8734375,1.101,0.0,132.0,0.222222222,0.222222222,0.555555556,0.0,1.0,0.194445968,0.097222984
22,Ge8,0.696,6.96e-05,5.541327547,0.153678432,1.39e-16,9.71e-17,2.78e-16,0.338343254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,79.0,1.0,1.0,1.0,1.0,1.0,72.64,1211.4,14.0,4.0,120.0,2.01,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,23.005,0.383,0.0,225.0,0.142857143,0.142857143,0.714285714,0.0,0.0,0.0,0.0
23,Ho12Ru4,0.397,3.97e-05,11.66566726,0.075647274,0.234990541,0.096713284,0.090166788,0.432088899,10.65179342,10.65179342,29.57508418,398.2844495,2.315607265,0.463121453,21.30358683,0.449227809,0.463121453,0.0,3.24185017,5.094335982,2.315607265,0.463121453,0.0,1.389364359,1.389364359,0.463121453,7.976495157,0.0,0.0,0.0,61.25,38.75,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,148.96524,1962.0,4.25,5.75,180.5,1.4725,1.75,0.0,1.75,8.25,11.75,0.25,0.0,0.75,2.25,3.25,26.4275,0.0,0.0,194.0,0.14893617,0.0,0.14893617,0.70212766,0.0,0.209607009,0.078602628
24,Si2Th1,0.411,4.11e-05,10.42765147,0.106740088,0.487991785,0.094757149,0.076727651,0.502917194,50.26105586,41.0024403,134.8798817,222.2067733,7.274626505,2.645318729,62.82631982,0.396797809,0.0,1.322659365,1.322659365,0.0,0.0,0.0,2.645318729,5.290637459,0.0,2.645318729,7.88966311,0.511207844,0.0,1.322659365,39.33333333,57.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,96.06968667,1799.0,10.33333333,4.333333333,142.6666667,1.7,2.0,1.333333333,0.666666667,0.0,4.0,0.0,2.666666667,2.666666667,0.0,5.333333333,24.41666667,0.515333333,0.0,226.3333333,0.5,0.333333333,0.166666667,0.0,0.0,0.086068815,0.038252807
25,Pb3Yb1,0.788,7.88e-05,12.0,1.59e-16,0.333333333,0.03030303,0.011570248,0.74048049,6.0,21.0,17.073,245.695,5.5,0.0,20.5,0.535,0.0,1.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,3.005,0.0,0.0,0.0,79.0,70.5,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,198.6635,723.4575,11.25,6.0,156.25,2.0625,2.0,1.5,7.5,14.0,25.0,0.0,3.0,0.0,0.0,3.0,29.6125,0.0,0.0,225.0,0.08,0.06,0.3,0.56,0.0,0.248906399,0.0933399
26,Bi2Er6Mn1,0.471,4.71e-05,11.30368185,0.058360469,0.56705184,0.178050865,0.104507138,0.555125085,15.19798485,25.23523495,40.78230971,574.2016308,5.937702341,0.409255628,27.72196023,0.396182043,0.0,1.279797771,5.289131641,3.30873228,7.831383554,0.0,1.279797771,1.023139069,1.262454142,1.040482699,5.121397091,0.0,6.35e-05,82.34750452,66.55555556,48.22222222,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,164.0503161,1469.755556,6.111111111,5.777777778,174.3333333,1.447777778,2.0,0.666666667,2.777777778,11.11111111,16.55555556,0.0,0.666666667,0.555555556,1.333333333,2.555555556,28.87750958,0.0,3.45e-05,156.1111111,0.120805369,0.040268456,0.167785235,0.67114094,0.0,0.141097614,0.047976768
27,F9Y3,0.547,5.47e-05,9.071836652,0.043599116,0.224415495,0.067988866,0.079853534,0.528509531,13.77467432,37.19162067,32.09841042,801.4564677,6.428181351,1.377467432,61.06772284,1.267270038,0.0,2.295779054,0.459155811,0.0,1.836623243,0.0,0.459155811,4.132402297,0.0,3.673246486,10.40332278,0.904536947,0.0,82.18889013,16.5,72.75,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,36.4752649,489.875,13.5,2.75,90.25,3.29,2.0,3.75,0.25,0.0,6.0,0.0,0.75,2.25,0.0,3.0,15.371875,1.4775,0.0,59.75,0.333333333,0.625,0.041666667,0.0,1.0,0.851088037,0.319158014
28,Li2Se1,1.3173,0.00013173,9.314538574,0.046325534,0.389072747,0.112625628,0.085227536,0.510131071,19.13833563,54.32817856,44.46205786,24.88600997,9.260484981,1.234731331,4.938925323,0.969264095,0.617365665,2.469462662,6.173656654,0.0,9.260484981,0.617365665,1.234731331,0.0,0.0,0.617365665,5.757963773,0.493275167,0.0,132.7336181,13.33333333,30.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,30.94733333,467.1266667,6.0,2.666666667,125.3333333,1.503333333,1.333333333,1.333333333,3.333333333,0.0,6.0,0.666666667,0.666666667,0.0,0.0,1.333333333,19.70222222,0.266333333,0.0,157.3333333,0.222222222,0.222222222,0.555555556,0.0,1.0,0.460020984,0.204453771
29,As8Ga8,0.706,7.06e-05,7.164097054,0.185330193,0.631841627,0.326535403,0.180112685,0.354818488,1.631841627,8.159208134,4.241645941,642.203113,1.631841627,0.0,2.44776244,0.301890701,0.0,1.631841627,0.0,0.0,1.631841627,0.0,1.631841627,0.0,0.0,1.631841627,2.706817299,0.0,0.0,83.22392297,32.0,79.0,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,72.3223,696.455,14.0,4.0,120.5,1.995,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,20.51625,0.0,0.0,115.0,0.142857143,0.142857143,0.714285714,0.0,1.0,0.033645949,0.016822975
30,Ir8Zr16,0.251,2.51e-05,12.10552902,0.066874045,0.273865497,0.073264641,0.041324473,0.525020376,20.88253812,9.030286753,56.99973438,344.8440754,2.82196461,0.564392922,19.18935935,0.491021842,0.0,0.0,2.82196461,7.901500909,10.72346552,0.0,0.0,2.82196461,0.0,2.82196461,5.071070405,0.0,0.0,17.49618058,52.33333333,49.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,124.8883333,2331.666667,5.666666667,5.333333333,163.6666667,1.62,2.0,0.0,3.666666667,4.666666667,10.33333333,0.0,0.0,6.333333333,0.0,6.333333333,20.2,0.0,0.0,204.3333333,0.193548387,0.0,0.35483871,0.451612903,0.0,0.172399724,0.0766221
31,As2Ba2Cu2,0.745,7.45e-05,10.39207891,0.115115005,0.607366934,0.173156582,0.080244265,0.496042022,17.54610095,48.68850356,47.94445842,231.2746849,8.436300673,1.30140004,62.39310325,0.837807055,0.645000124,1.935000371,6.507000198,0.0,8.436300673,0.645000124,1.935000371,0.0,0.0,1.940700267,34.11146769,0.0,0.0,40.65780738,39.33333333,52.33333333,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,91.93153333,1149.256667,9.333333333,4.666666667,155.3333333,1.656666667,1.666666667,1.0,6.666666667,0.0,9.333333333,0.333333333,1.0,0.0,0.0,1.333333333,32.27833333,0.0,0.0,206.6666667,0.178571429,0.107142857,0.714285714,0.0,1.0,0.340336221,0.129966281
32,Ag2Dy2Sn2,0.593,5.93e-05,10.97540678,0.072235759,0.607557023,0.17771282,0.072418333,0.53846249,11.89080694,30.99207084,34.2788624,761.9064835,6.941841444,0.619522729,33.0888875,0.459717734,0.65948109,1.323773073,6.195227293,6.195227293,1.983254163,0.65948109,2.647546146,0.0,2.478090917,1.978443271,11.18642102,0.0,0.0,55.52390024,54.33333333,58.66666667,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,129.6927333,1141.67,9.333333333,5.333333333,158.6666667,1.703333333,1.666666667,0.666666667,6.666666667,3.333333333,12.33333333,0.333333333,1.333333333,0.0,1.333333333,3.0,26.95166667,0.0,0.0,186.6666667,0.135135135,0.054054054,0.540540541,0.27027027,0.0,0.127942572,0.054794387
33,Ce1Tl3,0.779,7.79e-05,12.0,9.83e-17,0.333333333,0.03030303,0.011570248,0.74048049,11.5,30.5,32.13365,247.0,5.0,0.0,29.5,0.25,0.0,0.5,4.5,6.5,11.5,0.0,2.5,4.5,6.5,8.5,5.165,0.0,0.0,0.0,75.25,60.75,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,188.316475,700.5,10.5,6.0,159.75,1.495,2.0,0.75,7.75,10.75,21.25,0.0,3.75,2.25,3.25,9.25,29.4925,0.0,0.0,194.0,0.094117647,0.035294118,0.364705882,0.505882353,0.0,0.060586937,0.022720101
34,C1Sn1,0.565,5.65e-05,6.0,1.81e-16,1.0,1.0,1.0,0.523598776,44.0,3.0,106.6993,3317.92,0.0,3.0,63.0,0.59,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,27.645,4.496,0.0,53.0,28.0,78.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,65.36035,2164.04,14.0,3.5,107.5,2.255,2.0,2.0,5.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,19.4625,2.248,0.0,167.5,0.222222222,0.222222222,0.555555556,0.0,1.0,0.083345821,0.041672911
35,Er1Hg2,0.75,7.5e-05,11.57397321,0.050636973,0.311010118,0.024131435,0.012277968,0.604610616,6.992053961,20.97616188,19.42101255,894.7964522,5.244040471,0.0,33.21225631,0.442830084,0.0,0.0,5.826711634,1.165342327,6.992053961,0.0,0.0,0.0,1.165342327,1.165342327,3.115783816,0.0,0.0,16.31479258,76.0,59.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,189.4796667,746.2133333,9.0,6.0,151.0,1.746666667,2.0,0.0,6.666666667,13.33333333,22.0,0.0,0.0,0.0,0.666666667,0.666666667,27.02005747,0.0,0.0,175.3333333,0.090909091,0.0,0.303030303,0.606060606,0.0,0.134458538,0.05975935
36,Cu36Ga16,0.796,7.96e-05,11.98222304,0.037818213,0.387387883,0.103354208,0.042776852,0.632564261,1.159736064,5.798680321,3.581844834,611.6795923,1.159736064,0.0,5.798680321,0.052188123,0.579868032,0.579868032,0.0,0.0,1.159736064,0.579868032,2.89934016,0.0,0.0,2.319472128,4.5157223,0.0,0.0,93.35875316,29.61538462,67.07692308,0.757604446,0.712001721,0.694692343,0.69264598,0.692328509,65.44661538,1033.197692,11.61538462,4.0,128.9230769,1.872307692,1.307692308,0.307692308,10.0,0.0,11.61538462,0.692307692,1.538461538,0.0,0.0,2.230769231,13.46615385,0.0,0.0,175.4615385,0.112582781,0.026490066,0.860927152,0.0,0.0,0.002022951,0.000862
37,Ga3Ni5,0.509,5.09e-05,11.88357465,0.035724997,0.408094175,0.141972681,0.05820355,0.657954823,1.962591821,8.504564558,7.21553425,932.2899928,1.962591821,0.0,1.308394547,0.065419727,0.0,0.654197274,1.308394547,0.0,1.962591821,0.0,3.270986369,1.308394547,0.0,1.962591821,5.585209224,0.0,0.38950559,105.3257611,29.125,65.875,0.728868987,0.667100412,0.63443105,0.627469952,0.625376889,62.8295,1193.59125,11.125,4.0,123.25,1.8725,2.0,0.375,8.75,0.0,11.125,0.0,1.875,1.25,0.0,3.125,13.5215625,0.0,0.372121688,164.625,0.179775281,0.033707865,0.786516854,0.0,0.0,0.002496878,0.001170411
38,As1Rh2,0.335,3.35e-05,9.314538574,0.046325534,0.389072747,0.112625628,0.085227536,0.510131071,7.408387985,15.43414164,17.27629904,708.1184182,3.704193993,0.617365665,14.1994103,0.061736567,0.617365665,1.852096996,1.234731331,0.0,3.704193993,0.617365665,1.852096996,1.234731331,0.0,0.0,5.269215954,0.0,0.0,36.42457426,41.0,67.33333333,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,93.57753333,1854.666667,11.0,4.666666667,134.3333333,2.246666667,1.333333333,1.0,8.666666667,0.0,11.0,0.666666667,1.0,1.333333333,0.0,3.0,16.485,0.0,0.0,205.3333333,0.121212121,0.090909091,0.787878788,0.0,0.0,0.002496878,0.001109723
39,Cr3N1Pt1,0.645,6.45e-05,10.63529004,0.07344465,0.663024806,0.40450506,0.236844767,0.44691951,28.83277675,17.67478045,73.88308291,813.6024687,4.897056275,1.556722325,25.52203461,0.753692888,0.356722325,1.070166975,3.470166975,5.902943725,7.9462214,0.356722325,1.070166975,3.470166975,0.0,2.756722325,2.891496768,2.296221606,0.0,14.17183672,31.4,58.4,0.663324958,0.614463365,0.600984419,0.600078355,0.600002032,73.0158,1728.89,8.6,4.0,124.8,2.06,1.2,0.6,4.8,2.8,9.4,0.8,0.6,3.2,0.0,4.6,12.67175,1.2874,0.0,221.2,0.127659574,0.063829787,0.510638298,0.29787234,0.0,0.378798641,0.123658795
40,La3Sn7,0.585,5.85e-05,11.4234746,0.039227073,0.357896276,0.091110349,0.034859441,0.632951678,3.992215052,38.21120121,11.51780847,392.3320826,6.273480796,0.570316436,38.78151765,0.490472135,0.0,1.140632872,5.132847924,0.0,6.273480796,0.0,2.281265744,5.132847924,0.0,2.85158218,2.060268125,0.0,0.0,30.22677111,52.1,59.9,0.761577311,0.717905435,0.702012551,0.700265258,0.700014632,124.768641,711.456,10.7,5.3,159.4,1.702,2.0,1.4,7.3,0.0,10.7,0.0,2.8,2.7,0.0,5.5,34.36875,0.0,0.0,156.9,0.186915888,0.130841121,0.682242991,0.0,0.0,0.168812602,0.070901293
41,Cr2N6Sr6,0.466,4.66e-05,8.293288208,0.169230401,0.561342024,0.343805062,0.156169624,0.297605574,22.52212785,52.94640623,53.2254229,1065.917155,9.646181869,2.217760835,90.08851141,1.543604651,0.266278038,2.325415591,1.331390188,0.0,2.26872936,0.266278038,2.325415591,1.331390188,0.0,2.801285435,27.2926866,4.98956672,0.0,25.09440659,22.71428571,45.57142857,0.622699849,0.543278923,0.492501721,0.473196673,0.459331873,50.98231429,788.45,8.142857143,3.571428571,133.8571429,1.947142857,1.857142857,1.285714286,0.714285714,0.0,3.857142857,0.142857143,1.285714286,0.714285714,0.0,2.142857143,31.16946429,2.758714286,0.0,212.2857143,0.481481481,0.333333333,0.185185185,0.0,1.0,0.664463656,0.304971037
42,Cu2Nb8Si2,0.246,2.46e-05,12.13441509,0.059857578,0.188020874,0.085327122,0.101732154,0.572963012,10.02724529,12.34147369,24.21487832,631.3323671,3.856787179,0.771335137,21.85490436,0.154278177,0.257074548,0.514149095,2.571414441,0.0,1.800190799,0.257074548,1.02829819,3.085563536,0.0,2.314339894,2.409581235,0.198718625,0.0,1.542893262,34.5,55.0,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,77.20950333,2340.795,7.5,4.5,149.8333333,1.7,1.166666667,0.333333333,4.333333333,0.0,5.833333333,0.833333333,0.666666667,4.0,0.0,5.5,17.37166667,0.128833333,0.0,228.0,0.2,0.057142857,0.742857143,0.0,0.0,0.022248763,0.009888339
43,Sc4Te4,0.527,5.27e-05,6.83259294,0.039194077,0.870807012,0.744745506,0.6448568,0.513147509,28.99750868,73.89687696,77.30556965,1020.843262,12.16024558,0.935403506,29.93291219,0.692198594,0.0,3.741614023,8.418631552,0.0,12.16024558,0.0,1.870807012,8.418631552,0.0,6.547824541,11.71904692,0.434027227,5.94e-06,39.28694724,36.5,50.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,86.277956,1268.33,9.5,4.5,154.0,1.73,2.0,2.0,5.5,0.0,9.5,0.0,1.0,4.5,0.0,5.5,28.49916667,0.232,3.18e-06,173.0,0.210526316,0.210526316,0.578947368,0.0,0.0,0.127942572,0.063971286
44,Pd1Zr2,0.33,3.3e-05,11.93346064,0.048755427,0.240821408,0.020355973,0.01908931,0.640346064,3.308857089,9.926571267,8.380232054,165.4152806,3.308857089,0.0,19.85314253,0.479784278,1.102952363,0.0,4.411809452,0.0,3.308857089,0.0,0.0,4.411809452,0.0,4.411809452,4.844718254,0.0,0.0,17.09576163,42.0,50.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,96.28933333,2028.016667,6.0,5.0,163.0,1.62,1.333333333,0.0,4.666666667,0.0,6.0,0.0,0.0,5.333333333,0.0,5.333333333,20.26666667,0.0,0.0,204.3333333,0.222222222,0.0,0.777777778,0.0,0.0,0.172399724,0.0766221
45,Mo2P4,0.268,2.68e-05,9.244723531,0.107229025,0.318941555,0.044322661,0.030703882,0.421649328,15.82729865,19.34447613,38.09468879,1511.624261,5.275766218,1.172392493,27.55122358,0.017585887,0.586196246,1.758588739,2.930981232,0.0,0.586196246,0.586196246,1.758588739,2.930981232,0.0,1.758588739,4.033169746,0.952568901,0.0,133.0665479,24.0,72.0,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,52.63584133,1176.866667,12.0,3.666666667,122.6666667,2.18,1.666666667,2.0,1.666666667,0.0,5.333333333,0.333333333,2.0,1.666666667,0.0,4.0,20.2768254,1.083333333,0.0,77.66666667,0.3125,0.375,0.3125,0.0,1.0,0.000225,0.0001
46,Bi2Ho6Rh1,0.452,4.52e-05,11.3611107,0.058287307,0.569911371,0.162127429,0.096424867,0.566552007,11.23976517,27.59528603,31.243847,605.6042388,6.271262192,0.205577303,28.75079252,0.547511228,0.205577303,1.259449593,5.842783736,3.520799927,7.53937371,0.205577303,1.259449593,0.411154606,1.876181503,0.0,4.444594678,0.0,0.0,82.77950506,68.11111111,47.66666667,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,167.82758,1534.2,6.333333333,5.888888889,176.6666667,1.522222222,1.888888889,0.666666667,3.111111111,10.44444444,16.11111111,0.111111111,0.666666667,0.222222222,2.0,3.0,29.32666667,0.0,0.0,157.0,0.117241379,0.04137931,0.193103448,0.648275862,0.0,0.240902461,0.079320423
47,Rh1Y1,0.382,3.82e-05,11.95692194,0.051981525,0.551981525,0.253855585,0.137553494,0.680174762,4.655944574,36.47156583,10.86359907,339.8839539,4.655944574,0.0,37.24755659,0.822550208,0.775990762,0.0,5.431935336,0.0,4.655944574,0.775990762,0.0,5.431935336,0.0,4.655944574,14.53042702,0.0,0.0,24.05571363,42.0,35.5,0.707106781,0.629960525,0.574349177,0.552044757,0.535886731,95.905675,2018.0,6.0,5.0,166.0,1.75,1.5,0.0,4.5,0.0,6.0,0.5,0.0,5.5,0.0,6.0,23.0025,0.0,0.0,209.5,0.25,0.0,0.75,0.0,0.0,0.244896158,0.122448079
48,Co4Er4Ga4,0.479,4.79e-05,11.22698961,0.071522535,0.514334882,0.143354008,0.062444733,0.532126139,24.73092758,23.3510896,65.35286941,879.6833857,5.987308058,1.19628527,40.08143827,0.386435178,0.0,0.599613062,5.985837631,7.177711623,3.19779271,0.0,2.998065308,1.949737556,1.19628527,1.797368758,12.61208932,0.0,1.006370818,77.94969801,42.0,55.66666667,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,98.63839833,1280.303333,8.333333333,4.666666667,145.6666667,1.643333333,2.0,0.333333333,5.666666667,4.0,12.0,0.0,1.666666667,1.0,0.666666667,3.333333333,19.89583333,0.0,0.516157067,150.6666667,0.166666667,0.027777778,0.472222222,0.333333333,0.0,0.097331588,0.039237693
49,C3N4,0.0996,9.96e-06,6.155683109,0.203963224,0.453210764,0.09077796,0.047277656,0.292620395,0.711776701,3.558883504,1.420706295,2676.244806,0.711776701,0.0,3.558883504,0.348770583,0.0,0.711776701,0.0,0.0,0.711776701,0.0,0.711776701,0.0,0.0,0.711776701,6.497631557,1.381558576,0.0,0.0,6.571428571,79.85714286,0.714285714,0.642563064,0.596289666,0.581748903,0.574567736,13.15127143,1674.457143,14.57142857,2.0,73.14285714,2.83,2.0,2.571428571,0.0,0.0,4.571428571,0.0,3.428571429,0.0,0.0,3.428571429,10.85642857,5.605142857,0.0,194.0,0.4375,0.5625,0.0,0.0,1.0,0.05825901,0.028535025
50,O4,0.628,6.28e-05,9.01490585,0.19147956,1.67e-16,2.78e-16,3.61e-16,0.08215306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,87.0,1.0,1.0,1.0,1.0,1.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0,12.0,0.333333333,0.666666667,0.0,0.0,0.0,0.0,0.0
51,Al2Cu2O4,0.413,4.13e-05,6.815176658,0.14015106,0.62585727,0.205085007,0.176363415,0.345916196,7.310212817,11.90413012,16.39644898,713.5025928,2.567972947,0.935734611,40.93924459,1.205224858,0.239230887,2.32874206,2.392308873,0.0,2.567972947,0.239230887,1.850280285,0.0,0.0,1.611049398,3.842475865,0.0,0.0,148.3552932,14.5,77.75,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,30.63158465,600.21,14.0,2.75,96.25,2.5975,1.75,2.25,2.5,0.0,6.5,0.25,2.25,0.0,0.0,2.5,11.44,0.0,0.0,118.5,0.269230769,0.346153846,0.384615385,0.0,1.0,0.567089816,0.256192627
52,B28,0.129,1.29e-05,6.996038353,0.101623109,1.39e-16,2.34e-16,3.97e-16,0.378441496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,72.0,1.0,1.0,1.0,1.0,1.0,10.811,2348.0,13.0,2.0,84.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,7.1725,1.524,0.0,166.0,0.666666667,0.333333333,0.0,0.0,0.0,0.0,0.0
53,Au2Ta6,0.237,2.37e-05,12.64803713,0.050450758,0.324258734,0.034551269,0.00934741,0.575636965,2.979582153,8.938746458,7.954833308,969.6901136,2.979582153,0.0,16.88429886,0.516460906,0.496597025,0.0,3.476179178,0.0,2.979582153,0.496597025,0.0,3.476179178,0.0,2.979582153,0.705167776,0.0,0.0,1.986388102,74.5,52.5,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,184.9525523,2801.8325,6.5,6.0,161.5,1.76,1.75,0.0,4.75,14.0,20.5,0.25,0.0,5.25,0.0,5.5,17.765,0.0,0.0,228.0,0.085365854,0.0,0.231707317,0.682926829,0.0,0.236925796,0.088847174
54,Al3La1Pd2,0.452,4.52e-05,12.61444665,0.085366366,0.330247264,0.105206067,0.10170951,0.587004374,24.24467467,24.0060805,60.47217271,509.116211,4.311718693,1.586466298,35.00349405,0.503236767,1.098596241,0.617595036,5.56127812,0.0,3.845086844,0.0,3.087975178,3.16148604,0.0,4.15159551,8.309229468,0.0,0.0,10.88956303,31.33333333,59.33333333,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,72.1150143,1274.918333,10.33333333,4.166666667,141.3333333,1.721666667,1.333333333,0.5,3.5,0.0,5.333333333,0.0,2.5,1.5,0.0,4.0,19.19291667,0.0,0.0,219.8333333,0.25,0.09375,0.65625,0.0,0.0,0.261031512,0.067278102
